09-22-23_03-05-53-914 - Logging Started
03-08-41-307 - (CPU-T) --- <Steps>32 <S-Sim>0.55 <C-Sim>0.55 <AI>0.0595/0.0286/174.4257 <Acq>0.0004/0.0002/127.0897 <SH>0.0003/0.0002/0.0008 <CH>0.0004/0.0002/0.0008 <PS>0.0077/0.0054/3.2958 <PI>0.0013/0.0007/0.6050 <PD>0.0007/0.0004/9.6788 <PA>0.0003/0.0002/0.6710 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0005 <NET1>0.0005/0.0002/2.0174> <DB>26.8559/26.8559/26.8559>
03-08-44-298 - (CPU-T) --- <Steps>56 <S-Sim>0.94 <C-Sim>0.94 <AI>0.0436/0.0242/0.7836 <Acq>0.0017/0.0010/0.4988 <SH>0.0002/0.0001/0.0006 <CH>0.0003/0.0002/0.0007 <PS>0.0062/0.0048/0.0718 <PI>0.0009/0.0007/0.0229 <PD>0.0006/0.0003/0.0014 <PA>0.0003/0.0001/0.0104 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0004/0.0002/0.0007> <DB>0.5085/0.1600/0.8569>
03-08-47-480 - (CPU-T) --- <Steps>57 <S-Sim>0.95 <C-Sim>0.95 <AI>0.0381/0.0259/2.0898 <Acq>0.0014/0.0009/24.0887 <SH>0.0002/0.0001/0.0005 <CH>0.0003/0.0002/0.0061 <PS>0.0054/0.0048/0.0851 <PI>0.0008/0.0007/0.0206 <PD>0.0004/0.0003/0.0013 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0001/0.3141> <DB>0.1431/0.1368/0.1494>
03-08-50-479 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0396/0.0219/1.1768 <Acq>0.0018/0.0011/38.2919 <SH>0.0002/0.0001/0.0112 <CH>0.0003/0.0002/0.0179 <PS>0.0054/0.0047/0.1030 <PI>0.0008/0.0007/0.0161 <PD>0.0004/0.0003/0.0119 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0082 <NET1>0.0003/0.0002/0.0058> <DB>0.1491/0.1430/0.1551>
03-08-53-644 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0423/0.0206/0.5417 <Acq>0.0019/0.0011/5.0887 <SH>0.0002/0.0001/0.0007 <CH>0.0003/0.0002/0.0064 <PS>0.0056/0.0048/0.0870 <PI>0.0008/0.0007/0.0166 <PD>0.0005/0.0003/0.0012 <PA>0.0002/0.0001/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0010> <DB>0.1507/0.1507/0.1507>
03-08-56-645 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0374/0.0211/0.5657 <Acq>0.0018/0.0011/2.0350 <SH>0.0002/0.0001/0.0176 <CH>0.0003/0.0002/0.0005 <PS>0.0054/0.0048/0.0717 <PI>0.0008/0.0007/0.0035 <PD>0.0004/0.0003/0.0070 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0005 <NET1>0.0003/0.0002/0.0005> <DB>0.1489/0.1444/0.1534>
03-08-59-817 - (CPU-T) --- <Steps>58 <S-Sim>0.98 <C-Sim>0.98 <AI>0.0326/0.0215/0.8015 <Acq>0.0017/0.0011/4.2034 <SH>0.0002/0.0001/0.0003 <CH>0.0003/0.0002/0.0152 <PS>0.0053/0.0045/0.0705 <PI>0.0008/0.0007/0.0610 <PD>0.0004/0.0003/0.0063 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0001/0.0008> <DB>0.1375/0.1357/0.1392>
03-09-03-279 - (CPU-T) --- <Steps>51 <S-Sim>0.87 <C-Sim>0.87 <AI>0.0412/0.0216/0.6607 <Acq>0.0020/0.0011/3.1964 <SH>0.0002/0.0001/0.0060 <CH>0.0003/0.0002/0.0144 <PS>0.0055/0.0047/0.1092 <PI>0.0008/0.0007/0.0207 <PD>0.0004/0.0003/0.0015 <PA>0.0002/0.0001/0.0008 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0063> <DB>0.1329/0.1296/0.1361>
03-09-06-538 - (CPU-T) --- <Steps>55 <S-Sim>0.93 <C-Sim>0.93 <AI>0.0453/0.0193/0.5222 <Acq>0.0018/0.0011/1.7129 <SH>0.0002/0.0001/0.0004 <CH>0.0003/0.0002/0.0045 <PS>0.0052/0.0047/0.0391 <PI>0.0008/0.0007/0.0697 <PD>0.0004/0.0003/0.0009 <PA>0.0002/0.0001/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0142 <NET1>0.0003/0.0002/0.0008> <DB>0.1375/0.1363/0.1387>
03-09-09-543 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0334/0.0198/0.2682 <Acq>0.0017/0.0011/0.1488 <SH>0.0002/0.0001/0.0004 <CH>0.0003/0.0002/0.0007 <PS>0.0052/0.0044/0.0844 <PI>0.0008/0.0007/0.0156 <PD>0.0004/0.0003/0.0008 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0182> <DB>0.3050/0.3050/0.3050>
03-09-12-699 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0316/0.0207/0.6070 <Acq>0.0017/0.0010/0.1826 <SH>0.0002/0.0001/0.0064 <CH>0.0003/0.0002/0.0120 <PS>0.0051/0.0046/0.0717 <PI>0.0008/0.0007/0.0234 <PD>0.0004/0.0003/0.0017 <PA>0.0002/0.0001/0.0117 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0007> <DB>0.1475/0.1425/0.1525>
03-09-15-700 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0527/0.0217/0.6749 <Acq>0.0019/0.0011/1.8240 <SH>0.0002/0.0001/0.0124 <CH>0.0003/0.0002/0.0451 <PS>0.0054/0.0047/0.0912 <PI>0.0008/0.0007/0.0208 <PD>0.0004/0.0003/0.0160 <PA>0.0002/0.0002/0.0068 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0007> <DB>0.1515/0.1411/0.1619>
03-09-18-860 - (CPU-T) --- <Steps>60 <S-Sim>1 <C-Sim>1 <AI>0.0306/0.0213/0.5104 <Acq>0.0017/0.0011/3.3676 <SH>0.0002/0.0001/0.0179 <CH>0.0003/0.0002/0.0006 <PS>0.0052/0.0046/0.1004 <PI>0.0008/0.0007/0.0035 <PD>0.0004/0.0003/0.1040 <PA>0.0002/0.0001/0.0230 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0007> <DB>0.1554/0.1425/0.1682>
03-09-21-859 - (CPU-T) --- <Steps>58 <S-Sim>0.97 <C-Sim>0.97 <AI>0.0333/0.0194/0.5272 <Acq>0.0018/0.0011/0.1446 <SH>0.0002/0.0001/0.0007 <CH>0.0003/0.0002/0.0147 <PS>0.0052/0.0045/0.0867 <PI>0.0008/0.0007/0.0301 <PD>0.0004/0.0003/0.0187 <PA>0.0002/0.0001/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0001/0.0007> <DB>0.1333/0.1333/0.1333>
03-09-24-859 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0306/0.0215/0.6558 <Acq>0.0018/0.0011/8.0414 <SH>0.0002/0.0001/0.0450 <CH>0.0003/0.0002/0.0005 <PS>0.0051/0.0045/0.0706 <PI>0.0008/0.0007/0.0195 <PD>0.0004/0.0003/0.0455 <PA>0.0002/0.0002/0.0059 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0001/0.0148> <DB>0.1344/0.1326/0.1361>
03-09-28-019 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0414/0.0218/0.6764 <Acq>0.0020/0.0011/0.2968 <SH>0.0002/0.0001/0.0127 <CH>0.0003/0.0002/0.0146 <PS>0.0053/0.0047/0.0748 <PI>0.0008/0.0007/0.0902 <PD>0.0004/0.0003/0.0076 <PA>0.0002/0.0001/0.0006 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0006> <DB>0.1384/0.1354/0.1414>
03-09-31-020 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0340/0.0220/0.6387 <Acq>0.0017/0.0011/0.1523 <SH>0.0002/0.0001/0.0004 <CH>0.0003/0.0002/0.0008 <PS>0.0052/0.0045/0.1070 <PI>0.0008/0.0007/0.0197 <PD>0.0004/0.0003/0.0012 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0007> <DB>0.1418/0.1361/0.1474>
03-09-34-668 - (CPU-T) --- <Steps>51 <S-Sim>0.86 <C-Sim>0.86 <AI>0.0304/0.0216/0.5264 <Acq>0.0017/0.0011/0.1624 <SH>0.0002/0.0001/0.0447 <CH>0.0003/0.0002/0.0005 <PS>0.0051/0.0045/0.0778 <PI>0.0008/0.0007/0.0054 <PD>0.0004/0.0003/0.0012 <PA>0.0002/0.0001/0.0008 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0007> <DB>0.1405/0.1381/0.1429>
03-09-37-668 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0378/0.0213/0.7021 <Acq>0.0019/0.0011/1.7969 <SH>0.0002/0.0001/0.0072 <CH>0.0003/0.0002/0.0144 <PS>0.0052/0.0045/0.0848 <PI>0.0008/0.0007/0.0225 <PD>0.0004/0.0003/0.0012 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0006 <NET1>0.0003/0.0002/0.0006> <DB>0.1535/0.1535/0.1535>
03-09-40-841 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0338/0.0212/0.4822 <Acq>0.0019/0.0011/0.1486 <SH>0.0002/0.0001/0.0643 <CH>0.0003/0.0002/0.0143 <PS>0.0053/0.0047/0.0581 <PI>0.0008/0.0007/0.0033 <PD>0.0004/0.0003/0.0012 <PA>0.0002/0.0001/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0073> <DB>0.1408/0.1350/0.1465>
03-09-43-827 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0439/0.0226/0.7208 <Acq>0.0019/0.0012/2.0650 <SH>0.0002/0.0001/0.0004 <CH>0.0003/0.0002/0.0066 <PS>0.0053/0.0046/0.0211 <PI>0.0008/0.0007/0.0032 <PD>0.0004/0.0003/0.0061 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0142> <DB>0.1448/0.1398/0.1498>
03-09-46-989 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0445/0.0213/0.3494 <Acq>0.0020/0.0011/0.2083 <SH>0.0002/0.0001/0.0005 <CH>0.0003/0.0002/0.0146 <PS>0.0054/0.0046/0.0908 <PI>0.0008/0.0007/0.0176 <PD>0.0004/0.0002/0.0065 <PA>0.0002/0.0002/0.0192 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0007> <DB>0.1420/0.1372/0.1467>
03-09-49-988 - (CPU-T) --- <Steps>57 <S-Sim>0.97 <C-Sim>0.97 <AI>0.0315/0.0208/0.6000 <Acq>0.0018/0.0011/0.1789 <SH>0.0002/0.0001/0.0004 <CH>0.0003/0.0002/0.0601 <PS>0.0052/0.0046/0.0937 <PI>0.0008/0.0007/0.0120 <PD>0.0004/0.0003/0.0010 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0151 <NET1>0.0003/0.0002/0.0006> <DB>0.1390/0.1390/0.1390>
03-09-52-988 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0384/0.0221/0.5986 <Acq>0.0020/0.0012/0.1407 <SH>0.0002/0.0001/0.0541 <CH>0.0003/0.0002/0.0157 <PS>0.0053/0.0045/0.0377 <PI>0.0008/0.0007/0.0274 <PD>0.0004/0.0003/0.0012 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0138 <NET1>0.0003/0.0002/0.0007> <DB>0.1354/0.1326/0.1381>
03-09-56-147 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0407/0.0227/0.4699 <Acq>0.0020/0.0011/1.5561 <SH>0.0002/0.0001/0.0120 <CH>0.0003/0.0002/0.0427 <PS>0.0053/0.0045/0.0183 <PI>0.0008/0.0007/0.0035 <PD>0.0004/0.0003/0.0011 <PA>0.0002/0.0001/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0009> <DB>0.1726/0.1491/0.1961>
03-09-59-147 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0343/0.0226/0.6072 <Acq>0.0018/0.0012/1.6713 <SH>0.0002/0.0001/0.0005 <CH>0.0003/0.0002/0.0123 <PS>0.0052/0.0045/0.0765 <PI>0.0008/0.0007/0.0465 <PD>0.0004/0.0003/0.0012 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0136> <DB>0.1413/0.1366/0.1460>
03-10-02-309 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0414/0.0180/0.5755 <Acq>0.0019/0.0010/0.2269 <SH>0.0002/0.0001/0.0149 <CH>0.0003/0.0002/0.0132 <PS>0.0052/0.0044/0.0889 <PI>0.0008/0.0007/0.0182 <PD>0.0004/0.0003/0.0010 <PA>0.0002/0.0002/0.0805 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0005 <NET1>0.0003/0.0002/0.0118> <DB>0.1487/0.1357/0.1617>
03-10-05-791 - (CPU-T) --- <Steps>53 <S-Sim>0.89 <C-Sim>0.89 <AI>0.0342/0.0242/1.0873 <Acq>0.0021/0.0012/3.2399 <SH>0.0002/0.0001/0.0190 <CH>0.0003/0.0002/0.0009 <PS>0.0060/0.0045/0.0360 <PI>0.0009/0.0007/0.0610 <PD>0.0005/0.0003/0.0149 <PA>0.0003/0.0002/0.0207 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0005 <NET1>0.0003/0.0002/0.0008> <DB>0.2088/0.2088/0.2088>
03-10-08-948 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0401/0.0219/0.5624 <Acq>0.0019/0.0011/0.0656 <SH>0.0002/0.0001/0.0176 <CH>0.0003/0.0002/0.0152 <PS>0.0051/0.0046/0.0765 <PI>0.0008/0.0007/0.0678 <PD>0.0004/0.0003/0.0126 <PA>0.0002/0.0002/0.0161 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0007> <DB>0.1422/0.1381/0.1463>
03-10-11-949 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0429/0.0209/0.5470 <Acq>0.0018/0.0011/0.1655 <SH>0.0002/0.0001/0.0449 <CH>0.0003/0.0002/0.0601 <PS>0.0051/0.0045/0.0979 <PI>0.0008/0.0007/0.0247 <PD>0.0004/0.0003/0.0263 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0016 <NET1>0.0003/0.0002/0.0132> <DB>0.1422/0.1354/0.1489>
03-10-14-949 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0322/0.0205/0.5597 <Acq>0.0017/0.0011/1.8200 <SH>0.0002/0.0001/0.0006 <CH>0.0003/0.0002/0.0076 <PS>0.0052/0.0047/0.0973 <PI>0.0008/0.0007/0.0079 <PD>0.0004/0.0003/0.0010 <PA>0.0002/0.0002/0.0022 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0007> <DB>0.1428/0.1423/0.1433>
03-10-18-111 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0335/0.0219/0.5769 <Acq>0.0017/0.0011/0.0406 <SH>0.0002/0.0001/0.0007 <CH>0.0003/0.0002/0.0006 <PS>0.0052/0.0040/0.0902 <PI>0.0008/0.0007/0.0138 <PD>0.0004/0.0003/0.0011 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0001/0.0006> <DB>0.1420/0.1371/0.1468>
03-10-21-113 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0341/0.0214/0.4735 <Acq>0.0018/0.0011/0.1525 <SH>0.0002/0.0001/0.0126 <CH>0.0003/0.0002/0.0610 <PS>0.0051/0.0045/0.0745 <PI>0.0008/0.0007/0.0032 <PD>0.0004/0.0003/0.0011 <PA>0.0002/0.0001/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0006> <DB>0.1424/0.1424/0.1424>
03-10-24-271 - (CPU-T) --- <Steps>59 <S-Sim>0.99 <C-Sim>0.99 <AI>0.0435/0.0214/0.6602 <Acq>0.0020/0.0011/0.2427 <SH>0.0002/0.0001/0.0143 <CH>0.0003/0.0002/0.0806 <PS>0.0052/0.0044/0.1173 <PI>0.0008/0.0007/0.0466 <PD>0.0004/0.0003/0.0011 <PA>0.0002/0.0001/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0007 <NET1>0.0003/0.0002/0.0256> <DB>0.1413/0.1401/0.1424>
03-10-27-272 - (CPU-T) --- <Steps>58 <S-Sim>0.98 <C-Sim>0.98 <AI>0.0345/0.0213/0.6196 <Acq>0.0018/0.0011/0.1660 <SH>0.0002/0.0001/0.0004 <CH>0.0003/0.0002/0.0083 <PS>0.0052/0.0046/0.0845 <PI>0.0008/0.0007/0.0103 <PD>0.0004/0.0003/0.0014 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0143 <NET1>0.0003/0.0001/0.0009> <DB>0.1403/0.1370/0.1435>
03-10-30-432 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0411/0.0216/0.5994 <Acq>0.0019/0.0011/0.1559 <SH>0.0002/0.0001/0.0006 <CH>0.0003/0.0002/0.0007 <PS>0.0053/0.0046/0.0902 <PI>0.0008/0.0007/0.1375 <PD>0.0004/0.0003/0.0129 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0003/0.0002/0.0037> <DB>0.1386/0.1353/0.1418>
03-10-33-432 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0345/0.0209/0.6851 <Acq>0.0019/0.0011/1.6985 <SH>0.0002/0.0001/0.0095 <CH>0.0003/0.0002/0.0157 <PS>0.0051/0.0045/0.0857 <PI>0.0008/0.0007/0.0036 <PD>0.0004/0.0003/0.0011 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0003/0.0002/0.0224> <DB>0.1381/0.1381/0.1381>
